TotalOrderValue,AverageOrderValue,Quantity,Cluster_KMeans,Cluster_DBSCAN
4.95,4.95,1,0,0
9.95,9.95,1,0,0
2.95,8.850000000000001,1,0,0
4.25,10.625,1,0,0
3.4,5.95,4,0,0
1.65,1.65,1,0,0
5.1,14.549999999999999,6,0,0
1.65,11.296153846153846,1,0,0
1.25,1.25,1,0,0
2.66,1.8050000000000002,14,0,0
2.95,7.866666666666667,1,0,0
0.85,13.614117647058823,1,0,0
6.25,6.25,5,0,0
5.1,2.9749999999999996,6,0,0
15.0,9.375,12,0,0
13.6,9.1375,16,0,0
30.0,22.1875,24,0,0
102.0,39.518181818181816,24,0,0
68.0,34.4125,8,0,0
15.0,33.45,4,0,0
45.0,25.27173913043478,12,0,0
30.599999999999998,17.0,36,0,0
76.19999999999999,30.323076923076922,12,0,0
71.6,38.78333333333333,8,0,0
15.299999999999999,47.973076923076924,6,0,0
20.34,23.81,6,0,0
19.8,19.536363636363635,4,0,0
13.9,21.469047619047622,2,0,0
12.600000000000001,13.206521739130435,6,0,0
15.299999999999999,16.0125,6,0,0
9.899999999999999,11.595652173913043,6,0,0
20.34,22.020857142857142,6,0,0
20.34,57.47153846153847,6,0,0
15.3,61.62500000000001,2,0,0
71.5,75.96875,2,0,0
17.0,24.56578947368421,4,0,0
11.100000000000001,17.526315789473685,6,0,0
11.100000000000001,17.621052631578948,6,0,0
6.36,10.708181818181819,6,0,0
6.36,5.41,6,0,0
6.36,8.222777777777777,6,0,0
6.36,7.2975,6,0,0
19.8,19.536363636363635,4,0,0
9.899999999999999,11.595652173913043,6,0,0
20.34,22.020857142857142,6,0,0
20.34,57.47153846153847,6,0,0
17.0,24.56578947368421,4,0,0
15.3,61.62500000000001,2,0,0
15.299999999999999,47.973076923076924,6,0,0
20.34,23.81,6,0,0
11.100000000000001,17.526315789473685,6,0,0
11.100000000000001,17.621052631578948,6,0,0
10.2,5.95,12,0,0
10.2,6.314285714285714,12,0,0
47.400000000000006,82.745,12,0,0
17.700000000000003,17.00588235294118,6,0,0
17.700000000000003,17.700000000000003,6,0,0
10.2,7.083333333333333,12,0,0
10.2,24.892,12,0,0
26.099999999999998,35.254999999999995,18,0,0
34.8,16.529999999999998,24,0,0
13.5,11.25,2,0,0
10.2,8.5,12,0,0
12.5,5.535714285714286,10,0,0
30.0,12.75,8,0,0
30.0,20.598000000000003,8,0,0
25.200000000000003,13.020000000000001,12,0,0
17.85,10.908333333333333,3,0,0
17.85,10.908333333333333,3,0,0
14.850000000000001,27.57857142857143,3,0,0
17.700000000000003,23.385714285714283,6,0,0
17.700000000000003,5.900000000000001,6,0,0
17.700000000000003,7.080000000000001,6,0,0
17.700000000000003,7.211111111111112,6,0,0
12.5,20.13888888888889,10,0,0
17.4,26.099999999999998,12,0,0
-5.9,27.147222222222222,-2,0,0
19.9,19.9,2,0,0
10.2,9.775,12,0,0
17.85,26.42058823529412,3,0,0
17.85,18.51111111111111,3,0,0
17.700000000000003,16.30263157894737,6,0,0
15.8,22.419642857142858,4,0,0
19.5,15.3,10,0,0
19.5,47.352,10,0,0
15.9,24.63,2,0,0
15.9,13.25,2,0,0
17.700000000000003,33.702777777777776,6,0,0
13.52,45.49677419354838,8,0,0
12.75,141.89999999999998,1,0,1
17.0,33.73846153846154,2,0,0
19.8,14.85,4,0,0
17.700000000000003,17.00588235294118,6,0,0
17.700000000000003,8.850000000000001,6,0,0
17.700000000000003,47.973076923076924,6,0,0
17.700000000000003,17.700000000000003,6,0,0
10.2,13.146,12,0,0
10.2,12.105454545454545,12,0,0
15.299999999999999,47.973076923076924,6,0,0
20.34,23.81,6,0,0
16.5,18.38,6,0,0
6.36,10.708181818181819,6,0,0
6.36,5.41,6,0,0
6.36,8.222777777777777,6,0,0
6.36,7.2975,6,0,0
19.8,19.536363636363635,4,0,0
27.8,21.469047619047622,4,0,0
12.600000000000001,13.206521739130435,6,0,0
15.299999999999999,16.0125,6,0,0
9.899999999999999,11.595652173913043,6,0,0
20.34,22.020857142857142,6,0,0
20.34,57.47153846153847,6,0,0
15.3,61.62500000000001,2,0,0
25.5,24.56578947368421,6,0,0
11.100000000000001,17.526315789473685,6,0,0
11.100000000000001,17.621052631578948,6,0,0
25.200000000000003,24.629411764705885,12,0,0
25.200000000000003,24.438461538461542,12,0,0
50.400000000000006,17.526315789473685,24,0,0
25.200000000000003,17.621052631578948,12,0,0
10.2,17.129230769230766,12,0,0
15.0,11.931818181818182,12,0,0
17.4,17.581249999999997,12,0,0
13.950000000000001,17.4375,3,0,0
17.700000000000003,17.208333333333336,6,0,0
7.5,7.5,6,0,0
15.299999999999999,15.299999999999999,6,0,0
15.0,138.48076923076923,12,0,1
6.6000000000000005,4.05625,12,0,0
15.0,15.0,12,0,0
15.299999999999999,47.973076923076924,6,0,0
20.34,23.81,6,0,0
16.5,18.38,6,0,0
6.36,10.708181818181819,6,0,0
6.36,5.41,6,0,0
6.36,8.222777777777777,6,0,0
6.36,7.2975,6,0,0
19.8,19.536363636363635,4,0,0
13.9,21.469047619047622,2,0,0
12.600000000000001,13.206521739130435,6,0,0
15.299999999999999,16.0125,6,0,0
9.899999999999999,11.595652173913043,6,0,0
20.34,22.020857142857142,6,0,0
20.34,57.47153846153847,6,0,0
17.0,24.56578947368421,4,0,0
12.600000000000001,8.723076923076924,6,0,0
5.04,8.82,12,0,0
5.04,5.04,12,0,0
10.2,17.129230769230766,12,0,0
30.0,36.0375,8,0,0
15.0,10.714285714285714,12,0,0
10.08,3.2899999999999996,24,0,0
10.08,10.08,24,0,0
15.0,35.01615384615385,12,0,0
5.04,7.56,12,0,0
5.04,5.04,12,0,0
16.5,12.375,10,0,0
15.0,9.51923076923077,12,0,0
17.700000000000003,32.27375,6,0,0
16.5,8.25,10,0,0
9.95,9.95,1,0,0
10.2,10.2,12,0,0
11.100000000000001,17.526315789473685,6,0,0
11.100000000000001,17.621052631578948,6,0,0
15.6,7.5562499999999995,8,0,0
13.919999999999998,92.64,48,0,0
19.9,13.266666666666666,2,0,0
34.0,61.62500000000001,4,0,0
37.2,34.34464285714286,8,0,0
19.9,19.007692307692306,2,0,0
15.6,16.900000000000002,8,0,0
15.3,15.3,2,0,0
30.599999999999998,31.745454545454546,12,0,0
37.2,13.95,8,0,0
17.85,26.42058823529412,3,0,0
29.849999999999998,23.216666666666665,3,0,0
244.08,431.95799999999997,72,2,-1
15.0,8.125,12,0,0
15.0,8.15,12,0,0
102.0,130.255,24,0,3
180.0,35.254999999999995,144,0,0
142.8,48.81,24,0,0
62.400000000000006,27.0,96,0,0
15.0,11.5625,12,0,0
40.32,13.299999999999999,96,0,0
51.0,23.883333333333336,20,0,0
226.8,75.6,108,0,-1
244.79999999999998,54.56666666666666,96,0,4
15.600000000000001,15.979166666666666,24,0,0
30.0,8.055555555555555,24,0,0
39.599999999999994,11.632499999999999,24,0,0
39.599999999999994,50.207142857142856,24,0,0
39.599999999999994,11.549999999999999,24,0,0
40.8,14.549999999999999,48,0,0
39.599999999999994,24.488461538461536,24,0,0
20.4,19.72,24,0,0
30.0,35.01615384615385,24,0,0
45.0,18.958333333333332,36,0,0
30.0,138.48076923076923,24,0,1
16.8,7.140000000000001,40,0,0
31.2,18.2,16,0,0
46.8,100.48125,24,0,0
15.0,7.5,12,0,0
13.919999999999998,92.64,48,0,0
25.200000000000003,24.230769230769234,12,0,0
30.599999999999998,13.614117647058823,36,0,0
102.0,32.27375,40,0,0
102.0,52.29333333333334,24,0,0
26.400000000000002,8.7725,48,0,0
45.0,20.427083333333332,12,0,0
52.199999999999996,16.529999999999998,36,0,0
12.600000000000001,12.600000000000001,6,0,0
50.4,50.4,120,0,-1
50.4,15.998,120,0,0
50.4,13.465384615384616,120,0,0
50.4,9.767857142857142,120,0,0
17.4,16.529999999999998,12,0,0
17.700000000000003,8.1125,6,0,0
17.700000000000003,8.850000000000001,6,0,0
15.0,7.34375,12,0,0
15.0,8.035714285714286,12,0,0
19.799999999999997,5.683333333333333,12,0,0
10.2,10.2,12,0,0
10.2,10.2,12,0,0
10.2,10.2,12,0,0
10.2,10.2,12,0,0
10.2,4.533333333333333,12,0,0
10.2,10.2,12,0,0
10.2,10.2,12,0,0
51.0,51.0,60,0,0
15.600000000000001,9.912500000000001,24,0,0
7.800000000000001,4.2250000000000005,12,0,0
7.800000000000001,7.15,12,0,0
14.850000000000001,52.29333333333334,3,0,0
34.8,17.581249999999997,24,0,0
46.800000000000004,36.225,72,0,0
12.5,8.75,10,0,0
7.800000000000001,4.550000000000001,12,0,0
40.8,17.129230769230766,48,0,0
20.16,13.995000000000001,48,0,0
19.799999999999997,15.792857142857141,12,0,0
102.0,61.62500000000001,12,0,0
45.0,35.01615384615385,36,0,0
20.4,21.0375,24,0,0
-17.0,61.62500000000001,-2,0,0
30.0,16.25,24,0,0
35.7,18.51111111111111,6,0,0
5.04,5.04,12,0,0
5.04,5.04,12,0,0
5.04,11.16,12,0,0
5.04,7.5600000000000005,12,0,0
5.04,8.82,12,0,0
5.04,5.04,12,0,0
5.04,7.56,12,0,0
5.04,7.056,12,0,0
5.04,5.04,12,0,0
10.08,5.76,24,0,0
10.08,7.5600000000000005,24,0,0
5.04,5.04,12,0,0
10.08,6.3,24,0,0
5.04,5.04,12,0,0
10.08,6.72,24,0,0
20.4,5.95,24,0,0
35.400000000000006,29.900000000000002,12,0,0
15.0,9.583333333333334,12,0,0
15.0,10.25,12,0,0
15.0,12.5,12,0,0
15.0,19.25,12,0,0
15.0,10.208333333333334,12,0,0
15.0,20.3125,12,0,0
15.0,15.178571428571429,12,0,0
15.0,16.666666666666668,12,0,0
15.0,27.0,12,0,0
31.8,17.224999999999998,4,0,0
31.8,43.69285714285714,4,0,0
35.400000000000006,16.0125,12,0,0
20.4,9.633333333333333,24,0,0
20.8,17.68,32,0,0
30.0,18.75,24,0,0
22.799999999999997,10.314285714285713,24,0,0
11.7,8.45,6,0,0
11.7,10.725,6,0,0
11.7,29.25,6,0,0
17.700000000000003,17.700000000000003,6,0,0
31.8,21.469047619047622,4,0,0
23.8,19.536363636363635,4,0,0
15.0,7.2975,12,0,0
15.0,15.0,12,0,0
15.0,15.0,12,0,0
19.799999999999997,10.083333333333332,12,0,0
19.799999999999997,8.6625,12,0,0
15.12,15.12,36,0,0
15.0,8.222777777777777,12,0,0
12.5,6.875,10,0,0
90.0,33.45,24,0,0
90.0,25.27173913043478,24,0,0
30.0,18.28125,8,0,0
30.0,12.321428571428571,8,0,0
19.799999999999997,8.249999999999998,12,0,0
54.24,20.598000000000003,16,0,0
11.9,9.916666666666666,2,0,0
11.9,20.55454545454546,2,0,0
11.9,14.280000000000001,2,0,0
17.700000000000003,31.62777777777778,6,0,0
17.700000000000003,27.147222222222222,6,0,0
13.200000000000001,15.998,24,0,0
43.8,21.9,4,0,0
30.599999999999998,10.2,12,0,0
33.0,12.728571428571428,20,0,0
15.0,20.007857142857144,4,0,0
15.0,19.903846153846153,4,0,0
15.0,15.0,4,0,0
15.0,18.958333333333332,12,0,0
15.0,138.48076923076923,12,0,1
17.4,17.581249999999997,12,0,0
12.600000000000001,12.600000000000001,6,0,0
-29.9,10.678571428571429,-2,0,0
11.9,14.280000000000001,2,0,0
11.9,11.9,2,0,0
11.9,20.55454545454546,2,0,0
19.9,13.681249999999999,2,0,0
15.8,22.592000000000002,4,0,0
17.0,54.400000000000006,2,0,0
19.95,31.912499999999998,1,0,0
17.0,29.0,2,0,0
17.85,18.51111111111111,3,0,0
17.4,16.529999999999998,12,0,0
51.0,141.89999999999998,4,0,1
35.400000000000006,29.900000000000002,12,0,0
35.400000000000006,31.62777777777778,12,0,0
23.8,20.825,4,0,0
15.299999999999999,47.973076923076924,6,0,0
20.34,23.81,6,0,0
16.5,18.38,6,0,0
6.36,10.708181818181819,6,0,0
6.36,5.41,6,0,0
6.36,8.222777777777777,6,0,0
6.36,7.2975,6,0,0
19.8,19.536363636363635,4,0,0
13.9,21.469047619047622,2,0,0
12.600000000000001,13.206521739130435,6,0,0
15.299999999999999,16.0125,6,0,0
9.899999999999999,11.595652173913043,6,0,0
20.34,22.020857142857142,6,0,0
20.34,57.47153846153847,6,0,0
15.3,61.62500000000001,2,0,0
25.5,24.56578947368421,6,0,0
11.100000000000001,17.526315789473685,6,0,0
11.100000000000001,17.621052631578948,6,0,0
15.299999999999999,47.973076923076924,6,0,0
20.34,23.81,6,0,0
16.5,18.38,6,0,0
6.36,10.708181818181819,6,0,0
6.36,5.41,6,0,0
6.36,8.222777777777777,6,0,0
6.36,7.2975,6,0,0
19.8,19.536363636363635,4,0,0
27.8,21.469047619047622,4,0,0
12.600000000000001,13.206521739130435,6,0,0
15.299999999999999,16.0125,6,0,0
9.899999999999999,11.595652173913043,6,0,0
20.34,22.020857142857142,6,0,0
20.34,57.47153846153847,6,0,0
15.3,61.62500000000001,2,0,0
25.5,24.56578947368421,6,0,0
11.100000000000001,17.526315789473685,6,0,0
11.100000000000001,17.621052631578948,6,0,0
19.5,15.762500000000001,10,0,0
19.5,47.352,10,0,0
19.5,15.3,10,0,0
12.5,6.25,10,0,0
15.0,15.0,12,0,0
15.0,10.708181818181819,12,0,0
15.0,20.636785714285715,4,0,0
13.8,14.615625,4,0,0
14.850000000000001,20.514,3,0,0
14.850000000000001,27.57857142857143,3,0,0
18.6,34.34464285714286,4,0,0
23.4,15.989999999999998,12,0,0
16.5,6.0,10,0,0
10.2,7.6499999999999995,12,0,0
10.2,8.5,12,0,0
17.4,16.529999999999998,12,0,0
12.600000000000001,11.9,6,0,0
15.0,13.461538461538462,12,0,0
10.95,21.9,1,0,0
9.95,16.583333333333332,1,0,0
8.5,4.816666666666666,10,0,0
13.200000000000001,8.7725,24,0,0
2.55,14.875,1,0,0
25.5,20.427083333333332,6,0,0
10.05,10.05,3,0,0
29.5,31.150000000000002,10,0,0
8.7,16.529999999999998,6,0,0
15.0,27.98076923076923,4,0,0
15.0,18.28125,4,0,0
7.5,5.5,6,0,0
43.0,16.125,4,0,0
5.95,20.55454545454546,1,0,0
1.3,2.2750000000000004,2,0,0
1.3,2.47,2,0,0
1.3,1.3,2,0,0
1.3,2.0583333333333336,2,0,0
1.3,1.3,2,0,0
1.3,2.6,2,0,0
20.4,13.614117647058823,24,0,0
11.8,17.00588235294118,4,0,0
15.0,6.875,12,0,0
15.0,25.642500000000002,12,0,0
33.0,27.867857142857144,20,0,0
2.1,4.725,1,0,0
4.2,13.020000000000001,2,0,0
2.95,13.275000000000002,1,0,0
5.9,16.0125,2,0,0
3.4799999999999995,3.3188888888888886,12,0,0
20.25,23.625,3,0,0
2.9,14.1375,2,0,0
25.5,12.466666666666667,30,0,0
7.5,8.333333333333334,6,0,0
44.199999999999996,21.527142857142856,52,0,0
26.4,20.4875,16,0,0
34.0,18.416666666666668,8,0,0
17.4,16.529999999999998,12,0,0
25.200000000000003,24.230769230769234,12,0,0
15.0,8.25,12,0,0
15.0,13.75,12,0,0
15.0,7.916666666666667,12,0,0
30.599999999999998,10.928571428571429,12,0,0
25.200000000000003,23.362500000000004,12,0,0
25.200000000000003,13.020000000000001,12,0,0
16.8,3.9900000000000007,8,0,0
31.8,19.875,4,0,0
47.6,36.111111111111114,8,0,0
50.88,22.4075,48,0,0
35.7,26.42058823529412,6,0,0
19.799999999999997,9.292105263157893,12,0,0
19.799999999999997,10.724999999999998,12,0,0
30.0,57.47153846153847,8,0,0
31.6,22.419642857142858,8,0,0
59.400000000000006,31.378846153846155,12,0,0
106.2,31.150000000000002,36,0,0
3.3,24.488461538461536,2,0,0
10.2,-2.4709090909090907,12,0,0
0.85,0.85,1,0,0
0.85,2.3375,1,0,0
2.1,32.22162162162162,1,0,0
4.2,17.621052631578948,2,0,0
0.85,2.3375,1,0,0
0.65,0.65,1,0,0
0.85,6.314285714285714,1,0,0
0.85,1.5583333333333333,1,0,0
0.55,15.998,1,0,0
2.1,17.621052631578948,1,0,0
0.85,0.85,1,0,0
5.95,39.625,1,0,0
1.65,12.375,1,0,0
3.9,3.25,2,0,0
1.25,18.958333333333332,1,0,0
2.9,16.529999999999998,2,0,0
2.1,17.621052631578948,1,0,0
3.4799999999999995,17.544999999999998,12,0,0
7.95,11.129999999999999,1,0,0
0.85,14.549999999999999,1,0,0
8.5,20.427083333333332,2,0,0
1.95,8.04375,1,0,0
1.7,6.941666666666666,2,0,0
19.9,26.53333333333333,2,0,0
7.95,26.22,1,0,0
2.1,24.438461538461542,1,0,0
5.1,10.2,6,0,0
5.0,4.583333333333333,4,0,0
10.2,10.2,12,0,0
1.25,22.90909090909091,1,0,0
2.95,2.95,1,0,0
0.85,2.975,1,0,0
1.65,11.785714285714283,1,0,0
2.5,22.90909090909091,2,0,0
2.1,32.22162162162162,1,0,0
1.65,5.683333333333333,1,0,0
13.2,6.05,8,0,0
15.600000000000001,14.725000000000001,24,0,0
19.9,19.9,2,0,0
5.1,-2.4709090909090907,6,0,0
5.0,6.25,4,0,0
3.75,7.361111111111111,3,0,0
2.55,21.0375,3,0,0
1.26,6.405,3,0,0
0.85,5.95,1,0,0
1.25,3.5714285714285716,1,0,0
0.65,2.2750000000000004,1,0,0
0.65,2.0583333333333336,1,0,0
1.3,1.3,2,0,0
1.3,2.6,2,0,0
1.3,2.47,2,0,0
1.3,1.3,2,0,0
0.65,2.0583333333333336,1,0,0
0.65,2.2750000000000004,1,0,0
0.42,6.864444444444445,1,0,0
1.95,47.15625,1,0,0
1.25,5.833333333333333,1,0,0
1.25,1.25,1,0,0
1.25,3.5714285714285716,1,0,0
1.95,8.04375,1,0,0
2.55,2.55,1,0,0
3.75,14.5,1,0,0
1.25,5.1923076923076925,1,0,0
3.75,20.007857142857144,1,0,0
5.95,39.625,1,0,0
10.2,6.8,12,0,0
10.2,10.2,12,0,0
15.0,23.722941176470588,4,0,0
14.850000000000001,27.57857142857143,3,0,0
17.700000000000003,28.70714285714286,6,0,0
13.950000000000001,13.950000000000001,3,0,0
13.950000000000001,17.4375,3,0,0
15.0,32.025,4,0,0
13.2,20.4875,8,0,0
10.2,7.083333333333333,12,0,0
22.95,22.95,9,0,0
12.600000000000001,33.075,6,0,0
23.25,19.762500000000003,5,0,0
17.85,11.9,3,0,0
17.700000000000003,45.18000000000001,6,0,0
22.5,13.125,6,0,0
22.5,13.125,6,0,0
19.8,30.3,4,0,0
15.299999999999999,13.677272727272726,6,0,0
10.2,4.391666666666667,12,0,0
15.600000000000001,15.979166666666666,24,0,0
15.9,24.910000000000004,2,0,0
17.700000000000003,10.816666666666668,6,0,0
17.0,17.0,4,0,0
14.850000000000001,19.307142857142857,3,0,0
15.9,2.9833333333333334,2,0,0
15.0,15.0,4,0,0
7.800000000000001,7.800000000000001,12,0,0
13.200000000000001,9.55625,24,0,0
13.200000000000001,9.767857142857142,24,0,0
15.299999999999999,13.114285714285714,6,0,0
15.0,11.25,4,0,0
12.5,9.166666666666666,10,0,0
11.7,9.1,6,0,0
17.4,9.424999999999999,12,0,0
17.4,6.766666666666666,12,0,0
17.4,9.666666666666666,12,0,0
17.4,17.4,12,0,0
11.399999999999999,10.314285714285713,12,0,0
26.099999999999998,35.254999999999995,18,0,0
23.8,36.111111111111114,4,0,0
19.799999999999997,14.41206896551724,12,0,0
12.600000000000001,7.3500000000000005,6,0,0
26.0,18.38,8,0,0
15.8,31.055,4,0,0
20.4,11.049999999999999,24,0,0
30.0,30.0,24,0,0
15.0,9.51923076923077,12,0,0
30.0,11.625,24,0,0
15.600000000000001,11.05,24,0,0
19.799999999999997,19.799999999999997,12,0,0
19.799999999999997,19.799999999999997,12,0,0
7.800000000000001,7.800000000000001,12,0,0
20.28,20.28,12,0,0
17.700000000000003,7.866666666666667,6,0,0
16.35,32.7,3,0,0
16.35,74.47500000000001,3,0,0
19.799999999999997,10.724999999999998,12,0,0
19.799999999999997,19.799999999999997,12,0,0
19.799999999999997,11.549999999999999,12,0,0
17.700000000000003,14.750000000000004,6,0,0
15.600000000000001,8.700000000000001,24,0,0
10.2,5.464285714285714,12,0,0
25.200000000000003,17.526315789473685,12,0,0
15.0,15.0,12,0,0
15.9,27.810000000000002,2,0,0
15.0,10.625,4,0,0
25.200000000000003,32.22162162162162,12,0,0
25.200000000000003,24.438461538461542,12,0,0
25.200000000000003,24.629411764705885,12,0,0
14.850000000000001,31.378846153846155,3,0,0
15.0,22.020857142857142,4,0,0
15.299999999999999,13.677272727272726,6,0,0
17.700000000000003,45.18000000000001,6,0,0
17.85,10.908333333333333,3,0,0
17.4,16.529999999999998,12,0,0
15.9,24.63,2,0,0
15.9,26.22,2,0,0
11.9,9.916666666666666,2,0,0
4.25,10.321428571428571,1,0,0
-5.95,3.966666666666667,-1,0,0
7.95,10.6,1,0,0
3.9,47.352,2,0,0
7.8,8.775,4,0,0
1.25,13.75,1,0,0
0.85,3.06,1,0,0
7.5,14.5,2,0,0
7.5,9.642857142857142,2,0,0
3.75,11.25,1,0,0
5.85,47.352,3,0,0
1.7,19.72,2,0,0
8.5,6.375,2,0,0
8.5,5.3125,2,0,0
8.5,5.666666666666667,2,0,0
4.25,7.285714285714286,1,0,0
19.9,19.007692307692306,2,0,0
3.9,7.409999999999999,2,0,0
3.3,10.083333333333334,2,0,0
5.8,11.6,4,0,0
4.25,3.3055555555555554,5,0,0
5.1,11.475,6,0,0
7.5,20.636785714285715,2,0,0
29.700000000000003,31.378846153846155,6,0,0
10.2,6.0562499999999995,4,0,0
11.25,25.416666666666668,3,0,0
11.25,25.178571428571427,3,0,0
7.5,20.25,2,0,0
26.25,21.5625,7,0,0
50.400000000000006,32.22162162162162,24,0,0
50.400000000000006,17.621052631578948,24,0,0
50.400000000000006,17.526315789473685,24,0,0
102.0,32.27375,40,0,0
33.0,8.58,20,0,0
13.200000000000001,8.7725,24,0,0
20.4,11.219999999999999,24,0,0
20.4,9.775,24,0,0
20.4,11.475,24,0,0
20.4,4.365999999999998,24,0,0
20.4,13.964285714285712,24,0,0
20.4,15.725,24,0,0
10.2,9.774999999999999,12,0,0
51.0,141.89999999999998,4,0,1
19.9,16.583333333333332,2,0,0
35.400000000000006,31.150000000000002,12,0,0
35.400000000000006,32.27375,12,0,0
15.299999999999999,57.871875,6,0,0
17.700000000000003,17.700000000000003,6,0,0
17.700000000000003,8.85,6,0,0
17.700000000000003,8.850000000000001,6,0,0
19.8,130.255,4,0,1
58.0,14.41206896551724,40,0,0
20.4,30.599999999999998,24,0,0
15.0,22.4075,12,0,0
39.599999999999994,24.749999999999996,24,0,0
40.8,40.8,48,0,0
20.4,15.5125,24,0,0
46.8,15.989999999999998,24,0,0
47.7,30.323076923076922,6,0,0
15.0,15.681818181818182,4,0,0
17.700000000000003,17.700000000000003,6,0,0
51.0,19.3375,60,0,0
15.12,8.715,36,0,0
15.12,9.24,36,0,0
50.88,21.47,48,0,0
61.44,13.614117647058823,96,0,0
60.48,35.28,144,0,0
40.8,21.0375,48,0,0
45.0,35.01615384615385,36,0,0
4.75,1.6108695652173912,5,0,0
5.8,11.6,4,0,0
7.5,7.5,2,0,0
5.95,20.825000000000003,1,0,0
6.75,11.25,1,0,0
2.1,11.9,1,0,0
1.95,9.1,1,0,0
7.95,7.95,1,0,0
1.65,1.65,1,0,0
1.95,16.89375,1,0,0
14.700000000000001,32.315999999999995,7,0,0
1.65,11.785714285714283,1,0,0
0.85,5.5249999999999995,1,0,0
7.5,7.5,2,0,0
3.9,7.5562499999999995,2,0,0
10.08,10.08,48,0,0
20.8,17.68,32,0,0
2.9,9.666666666666666,2,0,0
5.0,3.3333333333333335,4,0,0
3.4,3.4,4,0,0
9.95,5.97,1,0,0
12.600000000000001,10.5,6,0,0
15.9,11.925,2,0,0
19.799999999999997,10.724999999999998,12,0,0
17.0,5.666666666666667,2,0,0
16.95,28.25,1,0,0
10.2,9.774999999999999,12,0,0
17.700000000000003,9.833333333333334,6,0,0
17.4,23.94285714285714,12,0,0
79.95,79.95,1,0,0
3.25,18.38,1,0,0
12.5,16.704545454545453,10,0,0
9.899999999999999,8.456249999999999,6,0,0
1.65,3.2999999999999994,1,0,0
1.25,13.461538461538462,1,0,0
13.52,45.49677419354838,8,0,0
38.25,141.89999999999998,3,0,1
4.2,17.621052631578948,2,0,0
2.1,32.22162162162162,1,0,0
2.1,24.438461538461542,1,0,0
7.6499999999999995,4.08,3,0,0
9.899999999999999,12.728571428571428,6,0,0
7.6499999999999995,10.2,3,0,0
27.12,57.47153846153847,8,0,0
30.6,61.62500000000001,4,0,0
71.5,75.96875,2,0,0
25.5,24.56578947368421,6,0,0
30.599999999999998,47.973076923076924,12,0,0
40.68,23.81,12,0,0
16.5,18.38,6,0,0
6.36,10.708181818181819,6,0,0
6.36,5.41,6,0,0
6.36,8.222777777777777,6,0,0
6.36,7.2975,6,0,0
19.8,19.536363636363635,4,0,0
27.8,21.469047619047622,4,0,0
12.600000000000001,13.206521739130435,6,0,0
15.299999999999999,16.0125,6,0,0
9.899999999999999,11.595652173913043,6,0,0
27.12,22.020857142857142,8,0,0
11.100000000000001,17.526315789473685,6,0,0
11.100000000000001,17.621052631578948,6,0,0
15.299999999999999,47.973076923076924,6,0,0
20.34,23.81,6,0,0
16.5,18.38,6,0,0
6.36,10.708181818181819,6,0,0
6.36,5.41,6,0,0
6.36,8.222777777777777,6,0,0
6.36,7.2975,6,0,0
19.8,19.536363636363635,4,0,0
27.8,21.469047619047622,4,0,0
12.600000000000001,13.206521739130435,6,0,0
15.299999999999999,16.0125,6,0,0
9.899999999999999,11.595652173913043,6,0,0
20.34,22.020857142857142,6,0,0
20.34,57.47153846153847,6,0,0
30.6,61.62500000000001,4,0,0
71.5,75.96875,2,0,0
25.5,24.56578947368421,6,0,0
11.100000000000001,17.526315789473685,6,0,0
11.100000000000001,17.621052631578948,6,0,0
19.799999999999997,64.8,12,0,0
15.9,11.129999999999999,2,0,0
15.0,16.875,4,0,0
25.200000000000003,5.752173913043479,12,0,0
10.2,6.516666666666666,12,0,0
10.2,17.129230769230766,12,0,0
35.400000000000006,54.56666666666666,12,0,0
25.200000000000003,25.200000000000003,12,0,0
17.700000000000003,17.00588235294118,6,0,0
14.75,9.5875,5,0,0
17.85,17.85,3,0,0
17.700000000000003,17.700000000000003,6,0,0
39.599999999999994,39.599999999999994,24,0,0
29.700000000000003,52.29333333333334,6,0,0
15.299999999999999,15.299999999999999,6,0,0
16.5,8.4,10,0,0
15.0,15.0,4,0,0
22.5,5.25,6,0,0
9.95,16.583333333333332,1,0,0
15.9,19.875,2,0,0
9.95,9.95,1,0,0
9.95,9.95,1,0,0
9.95,9.95,1,0,0
23.4,12.87,12,0,0
12.600000000000001,7.200000000000001,6,0,0
17.0,15.583333333333334,2,0,0
10.95,21.9,1,0,0
17.0,17.0,2,0,0
25.5,141.89999999999998,2,0,1
6.8,3.9099999999999993,8,0,0
10.0,6.875,8,0,0
10.0,5.625,8,0,0
6.8,5.3125,8,0,0
13.52,5.633333333333333,8,0,0
13.52,5.633333333333333,8,0,0
22.5,25.178571428571427,6,0,0
22.5,21.5625,6,0,0
10.2,12.466666666666667,12,0,0
15.0,20.636785714285715,4,0,0
25.5,141.89999999999998,2,0,1
13.200000000000001,6.875000000000001,24,0,0
19.799999999999997,11.549999999999999,12,0,0
7.800000000000001,5.525,12,0,0
10.2,7.225,12,0,0
10.2,5.949999999999999,12,0,0
15.0,5.833333333333333,12,0,0
13.2,8.25,8,0,0
17.0,5.1,20,0,0
17.700000000000003,32.27375,6,0,0
17.700000000000003,31.150000000000002,6,0,0
15.0,6.333333333333333,12,0,0
10.2,21.527142857142856,12,0,0
7.800000000000001,11.555555555555557,12,0,0
10.2,30.047272727272727,12,0,0
13.200000000000001,15.998,24,0,0
19.799999999999997,10.724999999999998,12,0,0
15.600000000000001,8.700000000000001,24,0,0
